,price_in_crores,price_per_sqft,floorNum,property_type,noOfFloor,SuperBuiltupArea_sqft,BuiltupArea_sqft,CarpetArea_sqft,servantRoom,studyRoom,poojaRoom,storeRoom,otherAdditionalRoom,luxury_class
2103,8.5,21519.0,27.0,1,1.0,,3950.0320527,,False,False,False,False,False,0
2104,2.1,10370.0,17.0,1,1.0,2025.0,,,True,True,False,False,False,0
2105,3.65,10579.0,0.0,0,3.0,,31050.0,,True,True,True,True,False,1
2106,0.95,5066.0,0.0,1,1.0,1875.0,,,False,False,False,False,False,0
2107,1.7,17617.0,9.0,1,1.0,,964.9845315,628.0,False,False,False,False,False,0
2108,2.3,13939.0,3.0,1,1.0,,,1649.9997638999998,True,True,True,True,False,1
2109,1.54,8324.0,6.0,1,1.0,2000.0,1920.0,1850.0,True,False,True,False,False,2
2110,1.1,8627.0,4.0,1,1.0,,1274.9851394999998,795.0,False,False,False,False,False,0
2111,0.5,9259.0,0.0,0,3.0,,4860.0,,False,False,False,False,False,0
2112,1.15,7116.0,14.0,1,1.0,1616.0,,1168.0,False,True,True,False,False,0
2113,0.28,4307.0,12.0,1,1.0,650.0,,,False,False,False,False,False,0
2114,1.25,9904.0,19.0,1,1.0,,,1261.9608084,False,False,False,False,False,0
2115,2.15,23344.0,5.0,1,1.0,1524.0,1250.0,921.0,True,False,False,False,False,2
2116,1.6,8163.0,5.0,1,1.0,1960.0,,,False,False,False,False,False,0
2117,0.96,10000.0,0.0,0,3.0,,8505.0,,False,False,True,True,False,2
2118,8.5,26235.0,0.0,0,3.0,,3240.0,,True,False,True,False,True,0
2119,0.85,4271.0,2.0,1,1.0,1990.0,,,False,False,False,False,False,0
2120,0.87,6641.0,9.0,1,1.0,1310.0,,1000.0,False,False,False,True,False,0
2121,0.5,6250.0,10.0,1,1.0,800.0,,605.0,False,False,False,False,False,0
2122,2.85,12127.0,5.0,1,1.0,2350.0,,,True,False,True,False,False,2
2123,3.98,18090.0,2.0,1,1.0,2200.0,,,True,False,False,False,False,2
2124,5.6,12444.0,0.0,0,4.0,,500.0,,False,False,False,False,False,2
2125,1.9,11249.0,16.0,1,1.0,1689.0,,1082.0,False,False,True,False,False,2
2126,1.65,7857.0,1.0,1,1.0,2100.0,,1720.0,False,False,False,False,True,2
2127,1.6,14545.0,3.0,1,1.0,,,1099.9639628999998,False,False,False,False,False,0
2128,0.55,5789.0,2.0,1,1.0,950.0,900.0,744.0,False,False,False,False,False,0
2129,2.3,25386.0,0.0,0,0.0,,8154.0,,False,False,False,False,True,0
2130,2.0,11428.0,12.0,1,1.0,1750.0,,,False,True,False,False,False,0
2131,0.65,10906.0,0.0,1,1.0,650.0,,596.0,False,False,False,False,False,0
2132,5.1,16569.0,0.0,0,1.0,,125.0,100.0,False,False,False,False,True,0
2133,1.95,13542.0,0.0,0,2.0,,1440.0,,False,False,False,False,False,0
2134,0.56,5656.0,13.0,1,1.0,990.0,,,False,False,False,False,False,0
2135,0.33,4271.0,11.0,1,1.0,,761.008437,,False,False,False,False,False,0
2136,1.3,4545.0,6.0,1,1.0,2860.0,,,False,False,False,False,False,2
2137,1.92,9600.0,12.0,1,1.0,,,2000.0421171,True,True,True,True,False,0
2138,1.21,6227.0,7.0,1,1.0,1943.0,,1500.0,False,False,False,False,False,2
2139,0.85,12408.0,15.0,1,1.0,,,685.0152324,False,False,False,False,False,0
2140,1.4,8000.0,8.0,1,1.0,1750.0,1466.0,1350.0,False,False,False,True,False,0
2141,2.17,14000.0,1.0,1,1.0,,,1549.0342881,False,False,False,False,False,0
2142,0.8,4820.0,8.0,1,1.0,1660.0,,,False,True,False,False,True,0
2143,0.4,7619.0,0.0,0,1.0,,,524.9558906999999,False,False,False,False,False,0
2144,6.25,10035.0,0.0,0,3.0,,6228.0,,True,True,True,True,False,0
2145,0.6,6000.0,0.0,0,1.0,,999.967239,,False,False,False,False,False,0
2146,0.98,5536.0,5.0,1,1.0,1770.0,1675.0,1400.0,False,False,True,False,False,0
2147,4.25,13076.0,0.0,1,1.0,3250.0,,,True,False,False,False,False,2
2148,5.8,29974.0,0.0,0,2.0,,1935.0,,True,False,False,False,True,2
2149,1.3,4666.0,11.0,1,1.0,2786.0,,,True,False,False,False,True,0
2150,1.55,9393.0,7.0,1,1.0,1650.0,,1022.58,True,False,False,False,False,2
2151,1.25,8928.0,2.0,1,1.0,1735.0,,1400.0,False,True,False,False,False,0
2152,0.37,6751.0,10.0,1,1.0,548.0,,,False,False,False,False,False,0
2153,1.39,11583.0,0.0,0,3.0,,1450.0,1200.0,False,False,False,True,False,0
2154,2.0,9583.0,0.0,1,1.0,2087.0,,,False,False,False,False,False,0
2155,6.5,33592.0,0.0,0,3.0,,1935.0,,True,True,True,True,False,2
2156,4.25,26562.0,8.0,1,1.0,,,1599.9475823999996,False,True,False,False,False,0
2157,1.3,8700.0,1.0,1,1.0,1500.0,,900.0,False,False,False,False,True,0
2158,0.96,13296.0,8.0,1,1.0,1351.0,,722.0,False,False,False,False,False,0
2159,0.95,5013.0,13.0,1,1.0,,1894.9863555,1500.0,False,False,False,False,False,0
2160,0.52,8062.0,5.0,1,1.0,,,644.9734872,False,False,False,False,True,0
2161,1.2,8432.0,3.0,1,1.0,,1422.9889019999998,,False,True,False,False,True,0
2162,7.25,26852.0,0.0,0,2.0,,2700.0,,True,False,True,False,True,2
2163,8.0,8000.0,0.0,0,3.0,,,9999.9953073,False,False,False,False,False,0
2164,3.4,14418.0,15.0,1,1.0,2358.0,,1900.0,True,False,False,False,False,2
2165,8.4,21000.0,0.0,0,2.0,,36000.0,,True,True,True,False,False,2
2166,17.0,37777.0,0.0,0,3.0,,40500.0,,True,True,True,True,False,1
2167,2.5,7142.0,2.0,1,1.0,3500.0,,,True,True,True,False,False,2
2168,2.25,10465.0,4.0,1,1.0,2450.0,,2150.0,True,False,False,False,False,2
2169,2.05,9534.0,7.0,1,1.0,2150.0,2000.0,1950.0,True,False,False,False,True,2
2170,6.1,25103.0,0.0,0,2.0,,2430.0,,True,False,False,False,False,0
2171,4.85,30180.0,6.0,1,1.0,1983.0,1785.0,1607.0,True,False,False,False,False,1
2172,0.59,10085.0,0.0,0,2.0,,5265.0,,False,False,False,False,True,0
2173,2.2,7652.0,4.0,1,1.0,2875.0,,,True,False,False,False,False,2
2174,3.95,15262.0,33.0,1,1.0,,,2587.9668813,True,False,False,False,False,2
2175,1.05,10531.0,3.0,1,1.0,,,996.9533442,False,False,False,False,False,2
2176,1.1,5641.0,1.0,1,1.0,,,1949.9899356,False,False,False,False,False,2
2177,1.25,6502.0,5.0,1,1.0,1930.0,1929.0,1928.0,True,False,True,False,False,0
2178,3.65,13528.0,18.0,1,1.0,2698.0,2490.0,,True,False,True,False,False,2
2179,10.5,43210.0,0.0,0,4.0,,300.0,270.0,True,False,True,False,False,2
2180,0.98,5399.0,9.0,1,1.0,1815.0,,1510.0,True,False,False,False,True,0
2181,3.4,14418.0,16.0,1,1.0,2358.0,,,True,False,False,False,False,2
2182,0.65,9028.0,0.0,0,1.0,,720.0,,False,False,True,False,True,0
2183,2.65,12945.0,0.0,1,1.0,2047.0,1900.0,1700.0,False,False,False,False,True,2
2184,0.37,8222.0,2.0,1,1.0,,450.0390771,366.48,False,False,False,False,False,0
2185,0.27,5901.0,0.0,1,1.0,,,457.466175,False,False,False,False,False,2
2186,2.0,8474.0,9.0,1,1.0,2366.0,1963.0,1629.0,True,False,False,False,False,0
2187,2.52,8000.0,19.0,1,1.0,3150.0,2800.0,2400.0,True,False,False,True,False,2
2188,0.35,4375.0,8.0,1,1.0,,799.9737911999998,600.0,False,False,False,False,False,0
2189,0.33,3911.0,14.0,1,1.0,767.0,,,False,False,False,False,True,2
2190,0.9,6588.0,14.0,1,1.0,1366.0,,,False,False,False,False,False,0
2191,1.35,13989.0,10.0,1,1.0,1276.0,1090.0,965.0,False,False,False,False,False,0
2192,2.35,14242.0,2.0,1,1.0,1650.0,,,True,True,False,False,False,2
2193,5.0,18518.0,28.0,1,1.0,2979.0,2800.0,2700.0,True,False,True,False,False,2
2194,2.0,11869.0,5.0,1,1.0,2408.0,,1685.0,True,False,False,False,False,0
2195,1.2,10018.0,32.0,1,1.0,1197.8,,505.0,False,False,False,False,False,0
2196,4.52,10984.0,14.0,1,1.0,4115.0,,,True,True,True,False,False,0
2197,3.1,8486.0,0.0,0,21.0,,32877.0,,False,False,False,False,False,0
2198,0.7,4879.0,12.0,1,1.0,1435.0,,,False,True,False,False,True,0
2199,1.16,8151.0,3.0,1,1.0,,,1422.9889019999998,False,True,False,False,False,0
2200,1.2,12371.0,4.0,1,1.0,1671.0,1190.0,970.0,True,False,False,True,False,0
2201,0.2,2666.0,4.0,1,1.0,750.0,743.0,600.0,False,False,False,False,False,0
2202,1.2,14379.0,1.0,1,1.0,,,77.53,False,False,False,False,False,0
2203,0.9,6272.0,9.0,1,1.0,,1435.0444811999998,1100.0,False,False,False,False,False,0
2204,0.56,8632.0,6.0,1,1.0,,,651.0012767999999,False,False,False,False,False,0
2205,1.8,9230.0,18.0,1,1.0,1950.0,1845.0,1530.0,False,False,False,False,False,2
2206,0.6,13333.0,0.0,0,3.0,,450.0390771,,False,False,False,False,False,0
2207,0.29,5587.0,4.0,1,1.0,,,519.0357402,False,False,False,False,False,0
2208,0.2,5463.0,10.0,1,1.0,,,366.0805791,False,False,False,False,False,0
2209,2.25,7826.0,9.0,1,1.0,,,2875.040361,True,False,False,False,False,1
2210,,,0.0,0,4.0,,260.0,245.0,True,True,True,False,True,1
2211,1.4,11336.0,3.0,1,1.0,,,1235.0510333999998,False,False,False,False,True,0
2212,4.26,13108.0,9.0,1,1.0,,3249.9473463,,False,False,False,False,False,0
2213,0.53,4800.0,9.0,1,1.0,1095.0,,,False,False,False,False,True,0
2214,4.1,10567.0,10.0,1,1.0,3880.0,3500.0,3000.0,True,False,False,False,False,0
2215,1.55,6888.0,5.0,1,1.0,2250.0,1900.0,1750.0,True,False,True,False,False,2
2216,1.73,6757.0,8.0,1,1.0,2560.0,2017.0,,True,False,False,False,False,0
2217,1.9,6219.0,8.0,1,1.0,3055.0,,,True,False,False,False,False,0
2218,2.2,13500.0,1.0,1,1.0,,,1599.9475823999996,False,False,False,False,False,0
2219,1.05,5666.0,6.0,1,1.0,,1853.0071065,1390.0,False,False,False,False,False,0
2220,1.0,3713.0,15.0,1,1.0,2020.0,,,False,False,False,False,False,0
2221,3.29,11741.0,2.0,1,1.0,2802.0,2225.56,,True,False,False,False,False,2
2222,1.07,8237.0,2.0,1,1.0,,,1305.0164484,False,False,False,False,False,0
2223,0.4,10204.0,4.0,1,1.0,,,392.0216022,False,False,False,False,False,0
2224,3.5,218750.0,0.0,0,3.0,,159.95170259999998,,False,False,False,False,False,0
2225,2.5,25960.0,0.0,0,4.0,,963.0,,False,False,False,False,True,2
2226,1.85,11131.0,0.0,1,1.0,,1661.947704,,False,False,False,False,False,0
2227,1.32,9050.0,9.0,1,1.0,,1460.0167523999996,,False,False,False,False,False,0
2228,1.2,12526.0,3.0,1,1.0,,,957.98799,False,False,True,True,False,0
2229,0.6,8000.0,8.0,1,1.0,,750.0292488,650.0,False,False,False,False,False,0
2230,2.0,8333.0,0.0,1,1.0,,2400.0290127,,False,False,False,False,False,0
2231,0.6,3692.0,,1,1.0,,1625.0274926999998,,False,False,False,False,False,0
2232,1.19,7225.0,4.0,1,1.0,1640.0,1630.0,1620.0,False,False,False,False,False,0
2233,0.41,6194.0,12.0,1,1.0,,670.0533975,569.25,False,True,False,False,False,2
2234,1.5,6465.0,3.0,1,1.0,2320.0,,1325.0,True,True,False,False,False,0
2235,1.6,12185.0,4.0,1,1.0,1313.0,,,False,False,False,False,False,0
2236,1.7,11333.0,8.0,1,1.0,1942.0,1700.0,1500.0,True,False,True,False,False,2
2237,1.65,8461.0,6.0,1,1.0,1950.0,,1161.0,True,False,True,False,False,0
2238,1.05,10603.0,15.0,1,1.0,,97.0,92.0,False,False,False,False,False,0
2239,1.09,5382.0,5.0,1,1.0,2025.0,,,True,False,False,False,True,2
2240,0.9,10000.0,0.0,0,3.0,,250.0,170.0,False,False,False,False,True,0
2241,1.68,8358.0,7.0,1,1.0,2010.0,,,False,False,False,False,False,0
2242,0.36,7643.0,4.0,1,1.0,,546.0531543,471.0,False,False,False,False,False,0
2243,3.8,17560.0,19.0,1,1.0,2164.0,1700.0,1600.0,True,False,False,False,False,2
2244,0.8,8100.0,4.0,1,1.0,,,989.9568027,False,False,False,False,False,2
2245,2.2,10023.0,8.0,1,1.0,2095.0,1860.0,,True,False,False,False,False,0
2246,2.4,10000.0,0.0,1,1.0,,,2400.0290127,False,False,False,False,False,2
2247,2.1,12352.0,12.0,1,1.0,1920.0,1800.0,1700.0,True,False,False,False,False,2
2248,1.6,7547.0,10.0,1,1.0,2120.0,,1450.0,True,False,False,False,False,2
2249,5.15,14072.0,0.0,0,1.0,,340.0,,False,False,False,False,False,0
2250,2.75,12500.0,3.0,1,1.0,2605.0,2400.0,2200.0,True,False,False,False,False,0
2251,1.3,9219.0,19.0,1,1.0,1420.0,,1410.0,False,False,False,False,False,2
2252,0.9,5056.0,7.0,1,1.0,,1780.0277967,,False,False,False,False,False,0
2253,4.0,6666.0,0.0,0,2.0,,54000.0,,True,False,False,False,False,0
2254,3.0,12589.0,5.0,1,1.0,2383.0,2200.0,2000.0,True,False,True,False,False,2
2255,6.0,20000.0,0.0,0,2.0,,2996.9954613,,False,False,False,False,False,0
2256,1.35,7142.0,1.0,1,1.0,,1819.9619028,,False,False,False,False,False,0
2257,1.35,7297.0,18.0,1,1.0,2355.0,2100.0,1850.0,True,False,True,False,False,2
2258,1.01,5771.0,18.0,1,1.0,1750.0,1475.0,1350.0,False,False,False,False,False,0
2259,0.55,6470.0,3.0,1,1.0,,,850.0259726999999,False,False,False,False,False,0
2260,0.36,6569.0,9.0,1,1.0,548.0,,,False,False,False,False,False,0
2261,1.3,8283.0,12.0,1,1.0,1568.0,,,False,False,True,False,False,0
2262,0.9,4444.0,18.0,1,1.0,2025.0,,,True,False,True,False,False,0
2263,13.0,45710.0,0.0,0,,,2844.0,,True,True,True,True,False,1
2264,0.52,10666.0,1.0,1,1.0,525.0,,,False,False,False,False,False,0
2265,1.4,11094.0,16.0,1,1.0,,1261.9608084,800.0,False,False,False,False,False,0
2266,0.66,10784.0,0.0,0,2.0,,5508.0,,False,False,False,False,False,0
2267,0.42,8483.0,2.0,1,1.0,,,500.9523714,True,True,True,False,True,0
2268,2.35,11227.0,8.0,1,1.0,2093.0,2000.0,1850.0,False,False,False,True,False,2
2269,2.57,15766.0,3.0,1,1.0,,,1629.9788913,False,True,False,False,False,0
2270,1.5,10288.0,0.0,0,,,210.0,,False,False,False,False,False,0
2271,2.5,11726.0,4.0,1,1.0,2132.0,2130.0,2129.0,True,False,False,False,False,1
2272,5.6,20741.0,0.0,0,3.0,,2700.0,,True,False,False,False,False,2
2273,0.9,8928.0,0.0,0,1.0,,1008.0401715,,False,False,False,False,False,0
2274,1.48,12333.0,13.0,1,1.0,1400.0,1300.0,1200.0,False,False,False,True,False,0
2275,1.15,6593.0,2.0,1,1.0,1365.0,,,False,False,False,False,True,2
2276,1.31,15982.0,4.0,1,1.0,,,76.44,False,False,False,False,False,0
2277,1.29,8206.0,4.0,1,1.0,1572.0,,,False,False,False,False,False,0
2278,9.14,19488.0,16.0,1,1.0,4690.0,,3258.0,True,True,False,True,False,2
2279,0.92,6739.0,22.0,1,1.0,1365.0,,,False,False,False,False,False,0
2280,1.05,6402.0,11.0,1,1.0,1640.0,,,False,False,False,False,False,0
2281,4.45,15451.0,0.0,0,3.0,,2880.0,,True,True,True,True,False,1
2282,0.4,6421.0,4.0,1,1.0,,623.0151108,599.0,False,False,False,False,False,0
2283,2.75,9793.0,0.0,0,3.0,,5000.0,,False,True,True,False,False,0
2284,0.22,4210.0,1.0,1,1.0,,569.9490345,550.0,False,False,False,False,True,1
2285,1.25,8116.0,8.0,1,1.0,1702.0,1640.0,1540.0,False,False,True,False,False,0
2286,0.73,5775.0,5.0,1,1.0,1264.0,,730.0,False,False,True,False,False,0
2287,0.7,4651.0,12.0,1,1.0,,1505.0098961999995,,False,False,False,False,False,0
2288,1.44,9125.0,1.0,1,1.0,1578.0,,1200.0,False,False,True,False,False,0
2289,0.85,9139.0,5.0,1,1.0,930.0,,,False,False,False,False,False,2
2290,2.0,8333.0,0.0,1,1.0,,2400.0290127,,False,False,False,False,False,0
2291,1.35,24545.0,0.0,0,3.0,,4950.0,,False,False,False,False,False,0
2292,1.6,8205.0,6.0,1,1.0,1950.0,,1161.0,True,False,False,False,False,0
2293,1.65,7097.0,14.0,1,1.0,2325.0,,,True,False,False,False,True,0
2294,2.35,13224.0,8.0,1,1.0,1777.0,1700.0,1600.0,True,False,False,False,False,2
2295,1.3,14444.0,0.0,0,3.0,,900.0,,False,True,False,False,True,0
2296,2.65,13125.0,7.0,1,1.0,2045.0,2037.0,2019.0,True,False,False,False,False,2
2297,1.65,8461.0,1.0,1,1.0,1950.0,,1267.0,True,False,False,False,False,1
2298,0.4,7029.0,14.0,1,1.0,569.0,,,False,False,False,False,False,0
2299,0.75,6818.0,4.0,1,1.0,,1099.9639628999998,,False,False,False,False,False,0
2300,0.87,5513.0,5.0,1,1.0,1578.0,1300.0,1110.0,False,True,False,False,False,0
2301,1.11,6851.0,8.0,1,1.0,1640.0,1630.0,1620.0,False,False,False,True,False,0
2302,1.37,8907.0,12.0,1,1.0,1538.0,,,False,False,False,False,False,0
2303,1.25,6476.0,6.0,1,1.0,1930.0,1929.0,1928.0,True,False,True,False,False,0
2304,0.27,6049.0,10.0,1,1.0,,,447.9939342,False,False,False,False,False,0
2305,0.91,6289.0,1.0,1,1.0,,,1439.0271279,False,False,True,False,False,0
2306,0.54,5888.0,3.0,1,1.0,,,899.9705151,False,False,False,False,False,0
2307,1.85,8078.0,24.0,1,1.0,2290.0,,,True,False,False,False,False,0
2308,0.42,6562.0,2.0,1,1.0,,,640.0220886,False,False,False,False,False,0
2309,3.0,14655.0,4.0,1,1.0,2047.0,1900.0,1800.0,False,False,False,True,False,2
2310,2.35,16206.0,2.0,1,1.0,1650.0,1500.0,1450.0,True,True,False,False,False,2
2311,1.75,9011.0,13.0,1,1.0,1942.0,,,True,False,False,False,False,2
2312,1.71,12000.0,3.0,1,1.0,,1422.9889019999998,,False,False,False,False,False,0
2313,5.0,22222.0,0.0,0,1.0,,2250.0,,False,False,False,False,False,0
2314,1.34,5000.0,0.0,0,1.0,,2679.9983118,,False,False,False,False,False,0
2315,0.8,6400.0,9.0,1,1.0,,,1250.0128682999998,False,False,False,False,False,0
2316,1.7,15000.0,4.0,1,1.0,,,1150.0161444,False,False,False,False,False,0
2317,1.1,7549.0,17.0,1,1.0,1457.0,,,False,True,False,False,True,2
2318,0.49,4355.0,16.0,1,1.0,1125.0,,,False,False,False,False,False,0
2319,1.75,7987.0,7.0,1,1.0,2191.0,2100.0,1800.0,False,False,False,False,True,2
2320,0.95,3653.0,6.0,1,1.0,2600.0,,1900.0,True,False,False,False,False,0
2321,0.79,6086.0,15.0,1,1.0,1298.0,,,False,False,False,False,False,0
2322,0.4,4444.0,0.0,0,2.0,,8100.0,,False,False,False,False,False,0
2323,22.0,26667.0,0.0,0,3.0,,9000.0,,True,False,False,False,False,0
2324,0.5,4237.0,1.0,1,1.0,1180.0,,,False,False,False,False,False,0
2325,0.9,11464.0,0.0,0,3.0,,7065.0,,True,True,True,False,True,0
2326,2.45,11887.0,0.0,1,1.0,2061.0,,,False,True,False,False,False,0
2327,7.25,29293.0,0.0,0,4.0,,2475.0,,True,False,False,False,False,2
2328,0.45,4808.0,0.0,0,1.0,,936.0296135999998,,False,False,False,False,False,0
2329,1.5,11538.0,0.0,0,4.0,,11700.0,,False,False,False,False,False,0
2330,3.0,12484.0,5.0,1,1.0,2403.0,2400.0,2200.0,True,False,False,False,False,2
2331,5.6,19363.0,1.0,1,1.0,2892.0,,,False,False,False,False,False,0
2332,1.2,8310.0,0.0,1,1.0,1444.0,,,False,False,False,False,False,0
2333,1.4,6000.0,12.0,1,1.0,1760.0,,,True,True,False,False,True,0
2334,5.0,13058.0,13.0,1,1.0,,,3829.0457043,True,True,True,True,False,2
2335,2.55,13076.0,21.0,1,1.0,3150.0,,1950.0,True,False,False,False,False,0
2336,2.5,11141.0,5.0,1,1.0,,2243.9523177,1800.0,False,False,False,False,False,0
2337,1.67,10500.0,18.0,1,1.0,,,1670.9893884,False,False,False,False,False,0
2338,1.25,9904.0,19.0,1,1.0,,,1261.9608084,False,False,False,False,False,0
2339,7.49,27741.0,0.0,0,4.0,,2700.0,,True,True,True,False,False,2
2340,7.1,32870.0,0.0,0,2.0,,239.0,238.0,False,True,True,True,False,2
2341,1.65,9041.0,12.0,1,1.0,1825.0,,,False,False,False,False,False,0
2342,1.79,8081.0,10.0,1,1.0,,,2214.9973998,False,False,False,False,False,0
2343,0.39,4105.0,3.0,1,1.0,950.0,720.0,610.0,False,False,False,False,False,0
2344,0.45,8474.0,10.0,1,1.0,,,530.9836803,False,False,False,False,False,0
2345,4.0,9851.0,17.0,1,1.0,,3350.0517093,,False,False,False,False,False,0
2346,2.25,10714.0,29.0,1,1.0,,,2100.038841,True,False,False,False,False,1
2347,1.57,8509.0,1.0,1,1.0,,1845.0418131,1350.0,False,False,False,False,False,0
2348,1.08,6206.0,6.0,1,1.0,1740.0,,1350.0,False,False,False,True,False,0
2349,9.25,47803.0,0.0,0,4.0,,7000.0,,True,False,True,False,False,2
2350,0.6,8333.0,0.0,1,1.0,,,719.9979399,False,False,True,False,False,1
2351,0.21,6953.0,0.0,1,1.0,,,302.03531459999994,False,False,False,False,False,0
2352,4.75,20068.0,0.0,0,3.0,,261.0,259.0,False,False,True,False,True,2
2353,1.25,8784.0,2.0,1,1.0,1423.0,,,False,False,True,False,False,0
2354,0.68,8252.0,3.0,1,1.0,,,823.9773104999999,False,False,False,False,False,0
2355,2.3,8897.0,10.0,1,1.0,2585.0,,,True,False,False,False,True,0
2356,2.5,13888.0,0.0,0,1.0,,16200.0,,False,False,True,False,False,0
2357,0.22,6470.0,2.0,1,1.0,340.0,,,False,False,False,False,False,0
2358,1.7,7727.0,4.0,1,1.0,,2200.0355649,1610.0,False,True,False,False,False,0
2359,0.79,6594.0,8.0,1,1.0,1198.0,,,False,False,False,False,True,0
2360,1.44,7068.0,8.0,1,1.0,,,2039.9762232,False,False,False,False,False,0
2361,,,0.0,0,1.0,,9000.0,,False,False,False,False,False,0
2362,0.35,6489.0,8.0,1,1.0,,,547.0219062,False,False,False,False,False,0
2363,0.65,7299.0,1.0,1,1.0,,822.0398067,520.0,False,False,False,False,False,0
2364,1.14,6433.0,16.0,1,1.0,1772.0,,,False,False,False,False,False,0
2365,0.32,22068.0,0.0,0,3.0,,144.9898677,,False,False,False,False,False,0
2366,1.38,8023.0,5.0,1,1.0,1720.0,1350.0,1150.0,True,False,False,False,False,2
2367,1.14,8000.0,2.0,1,1.0,,,1422.9889019999998,False,True,False,False,False,0
2368,0.35,4861.0,10.0,1,1.0,704.0,658.0,554.17,False,False,False,False,False,0
2369,8.0,9654.0,0.0,0,4.0,,8286.0,,True,True,True,False,False,1
2370,5.5,18688.0,1.0,1,1.0,2943.0,,,True,True,True,False,False,0
2371,3.75,25562.0,0.0,0,3.0,,1467.0,,False,False,False,False,True,0
2372,1.02,6000.0,22.0,1,1.0,1700.0,,,False,False,False,False,False,0
2373,1.26,7403.0,6.0,1,1.0,1702.0,,1500.0,False,False,False,False,True,2
2374,5.6,11529.0,15.0,1,1.0,4857.0,3662.34,,True,False,False,False,False,2
2375,1.72,8730.0,12.0,1,1.0,1970.0,,,False,False,False,False,False,0
2376,0.6,8333.0,0.0,0,0.0,,6480.0,,False,False,False,False,True,0
2377,1.95,8519.0,10.0,1,1.0,2289.0,,1121.0,True,False,False,False,False,0
2378,1.1,5055.0,9.0,1,1.0,,2176.0320456,,True,False,False,False,False,0
2379,1.13,9076.0,9.0,1,1.0,1245.0,1130.0,930.0,False,False,False,False,False,2
2380,2.0,10799.0,9.0,1,1.0,1852.0,,,False,False,False,False,False,0
2381,0.34,7039.0,1.0,1,1.0,,,482.9766417,False,False,False,True,False,2
2382,1.05,6774.0,2.0,1,1.0,1550.0,1390.0,1240.0,False,True,False,False,False,0
2383,1.3,7878.0,4.0,1,1.0,1650.0,,1022.58,True,False,False,False,False,2
2384,1.3,8024.0,1.0,1,1.0,1620.0,,863.91,False,False,False,False,False,2
2385,3.5,11917.0,8.0,1,1.0,,2937.0404826,1762.0,False,False,False,False,False,0
2386,1.1,6111.0,0.0,0,2.0,,1800.0,,False,False,False,False,False,0
2387,1.45,8006.0,8.0,1,1.0,1811.0,1711.0,1611.0,False,False,False,False,False,0
2388,0.5,5555.0,2.0,1,1.0,900.0,,750.0,False,False,False,True,False,0
2389,5.0,15384.0,0.0,0,1.0,,,3249.9473463,False,False,False,False,False,0
2390,0.85,8947.0,0.0,0,2.0,,8550.0,,True,True,True,False,True,0
2391,1.36,7646.0,5.0,1,1.0,1780.0,,,False,False,False,False,False,0
2392,0.28,5833.0,2.0,1,1.0,,,479.9627469,False,False,False,False,False,0
2393,6.5,18808.0,0.0,0,2.0,,3456.0,,True,True,True,False,False,2
2394,3.5,14843.0,15.0,1,1.0,2358.0,,,True,False,False,False,False,2
2395,0.78,6265.0,3.0,1,1.0,1245.0,850.0,790.0,False,True,True,False,False,2
2396,1.55,7074.0,19.0,1,1.0,2191.0,2100.0,1800.0,False,False,False,False,True,2
2397,5.9,11028.0,0.0,1,1.0,,5349.986187299999,,False,False,False,False,False,0
2398,0.9,4278.0,14.0,1,1.0,1870.0,,,True,False,False,False,True,0
2399,3.9,15918.0,20.0,1,1.0,,2449.9735551,,False,False,False,False,False,0
2400,1.1,7096.0,9.0,1,1.0,1550.0,,1200.0,False,True,False,False,False,0
2401,0.5,8333.0,5.0,1,1.0,,599.9803433999999,500.0,False,False,False,False,False,0
2402,0.5,8517.0,7.0,1,1.0,,,586.9560123,False,False,False,False,False,0
2403,0.8,6153.0,0.0,1,1.0,1300.0,1000.0,,False,False,False,False,False,0
