,price_in_crores,price_per_sqft,floorNum,property_type,noOfFloor,SuperBuiltupArea_sqft,BuiltupArea_sqft,CarpetArea_sqft,servantRoom,studyRoom,poojaRoom,storeRoom,otherAdditionalRoom,luxury_class
1781,7.1,283333.0,0.0,0,1.0,,2160.0,,True,False,False,False,False,0
1782,1.49,5820.0,10.0,1,1.0,2560.0,2017.0,1890.0,True,False,False,False,False,2
1783,3.2,14222.0,0.0,0,2.0,,2250.0,,False,False,False,False,False,0
1784,0.82,5384.0,12.0,1,1.0,,1522.9856259,,False,False,False,False,False,0
1785,0.7,10233.0,0.0,0,2.0,,6156.0,,False,True,False,False,False,0
1786,3.35,7444.0,2.0,1,1.0,,,4499.9602146,False,True,False,False,False,0
1787,1.3,9135.0,2.0,1,1.0,,,1422.9889019999998,False,True,False,False,False,0
1788,0.55,4867.0,14.0,1,1.0,,,1129.9952718,False,True,False,False,False,0
1789,11.0,35222.0,7.0,1,1.0,3123.0,,,True,False,False,False,False,1
1790,9.35,28858.0,0.0,0,4.0,,7500.0,6000.0,True,True,False,False,False,2
1791,2.09,8708.0,7.0,1,1.0,2400.0,2300.0,2200.0,False,False,False,False,True,2
1792,1.8,9473.0,9.0,1,1.0,1900.0,,,False,False,False,False,False,0
1793,0.56,6812.0,3.0,1,1.0,,,822.0398067,False,False,False,False,False,0
1794,0.65,8609.0,0.0,1,1.0,,,754.9806474,False,False,False,False,False,0
1795,1.25,11061.0,7.0,1,1.0,1760.0,1186.0,1130.0,True,True,False,False,False,0
1796,1.55,13478.0,3.0,1,1.0,1150.0,,,False,True,False,False,False,0
1797,2.2,14202.0,4.0,1,1.0,,,1549.0342881,False,False,False,False,False,0
1798,1.12,5625.0,9.0,1,1.0,1991.0,,1500.0,True,False,False,False,False,0
1799,0.53,63554.0,0.0,0,1.0,,84.0,82.0,False,False,False,True,False,2
1800,1.05,5949.0,7.0,1,1.0,1765.0,,,False,False,False,False,False,2
1801,4.85,16934.0,23.0,1,1.0,,,2863.9535337,True,True,True,False,True,2
1802,0.9,11250.0,0.0,0,3.0,,7200.0,,False,False,False,False,False,0
1803,3.3,12222.0,4.0,1,1.0,3470.0,,2700.0,True,True,False,False,False,2
1804,0.82,6007.0,0.0,1,1.0,,1364.9714271,,False,False,False,False,False,0
1805,1.78,9128.0,27.0,1,1.0,1950.0,1845.0,1530.0,False,False,False,False,False,2
1806,0.56,4105.0,10.0,1,1.0,1364.0,,,False,False,False,False,False,2
1807,8.0,8888.0,7.0,1,1.0,,,9000.0280683,True,False,False,False,False,0
1808,2.33,12533.0,3.0,1,1.0,2217.0,2098.0,1859.0,True,False,False,False,False,0
1809,9.3,24926.0,10.0,1,1.0,3931.0,3831.0,3731.0,True,True,True,True,False,2
1810,0.9,7149.0,16.0,1,1.0,,1258.9469135999998,,False,False,False,False,False,0
1811,4.63,14983.0,5.0,1,1.0,3090.0,,,True,False,False,False,True,0
1812,1.5,5263.0,12.0,1,1.0,,2849.9604506999995,,False,False,False,False,False,0
1813,1.1,12022.0,7.0,1,1.0,,915.0399891,700.0,False,False,False,False,False,0
1814,12.5,40611.0,0.0,0,4.0,,3078.0,,True,True,True,False,False,2
1815,8.25,38194.0,0.0,0,3.0,,300.0,240.0,True,False,False,True,False,2
1816,3.4,10000.0,10.0,1,1.0,3400.0,3000.0,2800.0,True,False,False,False,False,0
1817,3.93,24214.0,0.0,0,4.0,,1622.0,,True,True,True,True,False,0
1818,2.0,8333.0,8.0,1,1.0,2400.0,,2100.0,False,False,False,False,True,2
1819,1.15,10017.0,18.0,1,1.0,1640.0,,1148.0,False,False,False,True,False,0
1820,0.45,90000.0,0.0,0,1.0,,50.0521815,,False,False,False,False,False,0
1821,1.05,7777.0,2.0,1,1.0,,,1350.0095921999998,False,False,False,False,False,2
1822,2.4,11162.0,11.0,1,1.0,2150.0,,,True,False,False,False,False,0
1823,0.7,11844.0,14.0,1,1.0,,,591.0462981,False,False,False,False,False,0
1824,2.7,11713.0,7.0,1,1.0,2305.0,2000.0,1700.0,True,True,False,False,False,2
1825,1.29,8835.0,1.0,1,1.0,1943.0,,1460.0,False,False,True,False,False,2
1826,1.3,5531.0,5.0,1,1.0,2350.0,,,True,False,False,False,False,0
1827,1.55,9955.0,8.0,1,1.0,,,1556.9995815,False,False,False,False,False,0
1828,1.75,5720.0,17.0,1,1.0,2727.0,,,True,False,True,False,False,0
1829,2.0,11764.0,24.0,1,1.0,1700.0,,,False,False,False,False,False,2
1830,1.75,7900.0,3.0,1,1.0,2215.0,,,False,False,False,False,True,0
1831,1.65,7764.0,27.0,1,1.0,2125.0,,,True,True,False,False,False,0
1832,4.0,18484.0,5.0,1,1.0,2164.0,,,True,False,False,False,False,2
1833,1.46,9252.0,0.0,1,1.0,1578.0,,,False,False,True,False,False,2
1834,1.04,8320.0,17.0,1,1.0,1640.0,1550.0,1250.0,False,False,False,False,True,0
1835,3.4,15560.0,9.0,1,1.0,2185.0,,,True,False,False,False,False,0
1836,0.78,5714.0,1.0,1,1.0,1365.0,1068.1,900.0,False,False,False,False,False,2
1837,1.2,7317.0,6.0,1,1.0,1640.0,1300.0,1000.0,False,False,False,False,False,2
1838,0.95,10626.0,2.0,1,1.0,1360.0,,894.0,False,False,False,False,False,2
1839,4.6,17037.0,0.0,0,3.0,,2700.0,,True,True,True,True,False,1
1840,2.5,11111.0,9.0,1,1.0,2250.0,,,False,False,False,False,False,0
1841,1.19,8814.0,0.0,1,1.0,,,1350.0095921999998,False,True,False,False,False,2
1842,2.1,7467.0,9.0,1,1.0,2812.0,,,False,False,False,False,False,2
1843,1.19,7121.0,11.0,1,1.0,1671.0,1670.0,1660.0,False,False,False,False,False,0
1844,1.05,5541.0,9.0,1,1.0,1895.0,,,True,False,False,False,False,0
1845,0.8,6178.0,9.0,1,1.0,1295.0,,,False,False,False,False,True,0
1846,1.55,7750.0,5.0,1,1.0,2000.0,1800.0,1700.0,True,False,True,False,True,0
1847,0.6,4800.0,10.0,1,1.0,,1250.0128682999998,,False,False,False,False,False,0
1848,0.53,6295.0,1.0,1,1.0,,,844.9669349999999,False,False,True,False,False,0
1849,0.35,6398.0,8.0,1,1.0,,,547.0219062,False,False,False,False,False,0
1850,0.36,8888.0,10.0,1,1.0,,,405.0459333,False,False,False,False,False,0
1851,1.6,8205.0,6.0,1,1.0,,,1949.9899356,True,False,False,False,False,2
1852,0.47,3519.0,0.0,0,3.0,,1350.0095921999998,,False,False,False,False,False,0
1853,10.0,24557.0,17.0,1,1.0,4072.0,3000.0,2800.0,True,False,False,False,False,1
1854,2.1,16030.0,43.0,1,1.0,1310.0,,,False,False,False,False,False,0
1855,5.25,9051.0,2.0,1,1.0,5800.0,,,True,True,True,False,False,0
1856,1.99,8659.0,17.0,1,1.0,2408.0,2398.0,2298.0,True,False,False,False,False,2
1857,1.36,8618.0,12.0,1,1.0,1578.0,,1039.0,False,False,True,False,False,0
1858,1.51,9569.0,0.0,1,1.0,1578.0,,1100.0,False,False,True,False,False,1
1859,13.2,12000.0,13.0,1,1.0,,,10999.9625463,True,False,False,False,False,0
1860,0.65,5637.0,2.0,1,1.0,1153.0,,,False,False,True,False,False,0
1861,0.24,5333.0,0.0,0,2.0,,4050.0,,False,False,False,False,False,0
1862,1.5,9678.0,7.0,1,1.0,1550.0,,,False,False,False,False,True,0
1863,10.5,261194.0,0.0,0,2.0,,3618.0,,True,False,True,False,False,2
1864,1.3,6510.0,16.0,1,1.0,,1997.0282223,,False,False,False,False,False,0
1865,1.42,13921.0,6.0,1,1.0,1020.0,1010.0,750.0,False,True,False,False,False,2
1866,2.12,11447.0,9.0,1,1.0,1852.0,,1320.0,False,False,False,False,False,0
1867,0.3,41666.0,0.0,1,1.0,,,72.0105579,False,True,False,False,False,0
1868,1.38,12212.0,4.0,1,1.0,,1129.9952718,,False,False,False,False,False,2
1869,3.2,10159.0,1.0,1,1.0,,3149.9506224,1750.0,True,False,False,False,False,0
1870,1.75,9062.0,16.0,1,1.0,1931.0,,,True,False,False,False,False,0
1871,1.3,10031.0,1.0,1,1.0,,1295.974764,,False,False,False,False,False,0
1872,0.95,9595.0,1.0,1,1.0,,,989.9568027,False,False,False,False,False,0
1873,18.02,28200.0,0.0,0,3.0,,6389.995171499999,,True,False,False,False,False,2
1874,0.35,5600.0,14.0,1,1.0,,,624.9526146,False,False,False,False,False,0
1875,0.5,7751.0,6.0,1,1.0,,,644.9734872,False,False,False,False,True,0
1876,1.25,5931.0,18.0,1,1.0,1720.0,,,False,False,False,False,True,0
1877,2.41,14785.0,2.0,1,1.0,,1629.9788913,1625.0,False,False,False,False,False,2
1878,1.25,5681.0,0.0,1,1.0,2200.0,,,False,False,False,False,False,2
1879,1.08,6625.0,2.0,1,1.0,1997.0,1750.0,1630.0,True,False,False,False,True,0
1880,5.0,43066.0,0.0,0,5.0,,1161.0,,True,False,False,False,False,1
1881,0.95,6859.0,3.0,1,1.0,1385.0,,,False,False,False,False,False,0
1882,1.25,6921.0,1.0,1,1.0,,,1805.9688198,True,False,False,False,False,2
1883,1.6,10139.0,0.0,1,1.0,1578.0,,,False,False,True,False,False,0
1884,1.9,8444.0,0.0,0,2.0,,,190.0,False,False,True,True,False,2
1885,1.15,7496.0,14.0,1,1.0,1534.0,,1260.0,False,True,False,False,False,0
1886,1.5,12500.0,2.0,1,1.0,,,1199.9606867999998,False,True,False,False,False,0
1887,13.0,48148.0,0.0,0,4.0,,2700.0,,False,False,True,False,False,2
1888,2.2,7586.0,10.0,1,1.0,,,2900.0126322,True,False,False,False,False,0
1889,2.65,18492.0,4.0,1,1.0,1433.0,,,False,True,False,False,False,0
1890,3.49,10264.0,7.0,1,1.0,3400.0,,,True,False,False,False,False,0
1891,1.75,8768.0,2.0,1,1.0,,1995.9518313,,False,False,False,False,False,0
1892,1.26,8051.0,7.0,1,1.0,1565.0,,,False,True,False,False,False,0
1893,7.4,33198.0,21.0,1,1.0,,,2228.9904828,False,False,False,False,False,0
1894,1.52,9632.0,4.0,1,1.0,1578.0,,,False,False,True,False,False,2
1895,1.35,12325.0,7.0,1,1.0,1720.0,,1095.3,True,False,False,False,False,0
1896,0.28,5725.0,10.0,1,1.0,,,489.0044313,False,False,False,False,False,0
1897,8.49,47167.0,0.0,0,4.0,,1800.0,,True,False,True,False,False,2
1898,1.1,8148.0,5.0,1,1.0,,1350.0095921999998,1080.0,False,False,False,False,False,0
1899,3.5,24005.0,0.0,0,2.0,,161.0,160.0,False,False,False,True,False,2
1900,1.6,31481.0,0.0,0,4.0,,540.0,,False,False,False,False,False,2
1901,1.9,10259.0,15.0,1,1.0,1852.0,1700.0,1450.0,False,False,True,False,False,0
1902,1.14,6000.0,8.0,1,1.0,1900.0,1305.0,1173.0,True,True,False,False,False,0
1903,2.2,16000.0,6.0,1,1.0,1375.0,,,False,False,False,False,False,0
1904,1.5,9146.0,3.0,1,1.0,1640.0,,,False,False,False,False,False,0
1905,4.6,31506.0,0.0,0,3.0,,13140.0,,False,False,False,False,True,0
1906,3.19,12152.0,20.0,1,1.0,2625.0,,,True,False,False,False,False,2
1907,6.16,20533.0,10.0,1,1.0,,,3000.0093560999994,True,False,True,False,False,2
1908,0.9,7582.0,0.0,0,3.0,,,1187.0439947999998,True,False,False,False,True,0
1909,1.41,9000.0,3.0,1,1.0,,,1571.9614163999995,False,True,False,False,False,0
1910,6.8,31481.0,0.0,0,3.0,,220.0,200.0,True,True,False,False,False,2
1911,1.83,13969.0,7.0,1,1.0,,1309.967847,,False,False,False,False,False,0
1912,2.36,14303.0,2.0,1,1.0,1650.0,,1400.0,True,True,False,False,False,2
1913,4.1,28101.0,2.0,1,1.0,2781.0,,1459.0,False,False,False,False,False,1
1914,,,0.0,0,2.0,,450.0,,False,False,False,False,False,0
1915,0.82,7585.0,2.0,1,1.0,,,1081.0194813,False,False,False,False,False,0
1916,1.25,8445.0,13.0,1,1.0,1480.0,,,False,True,False,False,False,0
1917,10.85,38150.0,0.0,0,3.0,,2844.0,,False,False,False,True,False,2
1918,3.5,20323.0,0.0,0,1.0,,1440.0,,False,False,False,False,False,0
1919,1.75,8139.0,9.0,1,1.0,2150.0,,,True,False,False,False,False,0
1920,0.95,5703.0,17.0,1,1.0,,1577.9892059999995,,True,False,False,False,False,0
1921,0.27,4687.0,1.0,1,1.0,,,575.9768240999999,False,False,False,False,False,0
1922,1.18,10094.0,12.0,1,1.0,1671.0,1420.0,1169.0,False,False,True,False,False,2
1923,0.85,7589.0,0.0,0,1.0,,1119.9848355,,False,False,False,False,False,0
1924,5.65,10463.0,0.0,0,2.0,,5400.0,,True,False,False,False,True,2
1925,4.45,6846.0,27.0,1,1.0,,,6500.0023317,False,False,False,False,False,0
1926,2.5,7058.0,0.0,0,3.0,,30600.0,,True,True,True,True,False,2
1927,6.5,15046.0,0.0,0,,,4320.0,,False,False,False,False,False,0
1928,1.47,12782.0,4.0,1,1.0,,,1150.0161444,False,True,True,False,False,0
1929,3.05,12650.0,21.0,1,1.0,2411.0,,1688.0,True,False,False,False,False,2
1930,0.62,12863.0,4.0,1,1.0,,,482.0078898,False,False,False,False,False,2
1931,0.34,7555.0,0.0,0,1.0,,450.0390771,,False,False,False,False,False,0
1932,0.95,6542.0,6.0,1,1.0,1452.0,,849.0,False,True,False,False,False,2
1933,1.0,6506.0,8.0,1,1.0,,,1536.9787089,False,False,False,False,False,2
1934,2.6,12009.0,12.0,1,1.0,,,2165.0528573999995,True,False,False,False,False,0
1935,2.25,8653.0,7.0,1,1.0,2600.0,,,False,False,False,False,False,0
1936,1.0,10309.0,3.0,1,1.0,,,970.0435692,False,False,False,False,False,0
1937,5.6,14000.0,0.0,0,33.0,,36000.0,,True,True,True,True,False,0
1938,1.39,6412.0,11.0,1,1.0,2160.0,,,True,True,False,False,False,2
1939,0.85,6692.0,6.0,1,1.0,1270.0,,1050.0,False,False,False,False,False,2
1940,1.05,7581.0,5.0,1,1.0,,,1384.9922997,False,False,False,False,False,0
1941,2.2,12500.0,3.0,1,1.0,,,1760.0069241,True,False,False,False,False,1
1942,0.6,8450.0,9.0,1,1.0,,,709.9875035999999,False,False,False,False,False,0
1943,0.74,7400.0,0.0,0,2.0,,999.967239,,False,False,False,False,False,0
1944,1.25,7812.0,12.0,1,1.0,2390.0,,1600.0,True,False,False,False,False,0
1945,1.05,5833.0,7.0,1,1.0,,,1800.0486692999998,True,False,False,False,False,2
1946,3.99,12912.0,3.0,1,1.0,3090.0,,,True,False,False,False,False,1
1947,11.58,35741.0,0.0,0,2.0,,3240.0,,True,False,False,False,False,0
1948,2.12,10080.0,9.0,1,1.0,2103.0,1650.0,1257.0,True,True,True,False,True,1
1949,0.23,5000.0,2.0,1,1.0,,,460.0495134,False,False,False,False,False,0
1950,1.35,9642.0,7.0,1,1.0,1918.0,1750.0,1400.0,False,False,True,False,False,0
1951,1.5,9090.0,8.0,1,1.0,,,1649.9997638999998,False,False,False,False,False,2
1952,0.75,6053.0,5.0,1,1.0,,1239.0336801,1100.0,False,False,False,False,False,0
1953,1.55,9639.0,2.0,1,1.0,1608.0,,,False,False,True,False,False,2
1954,2.2,10901.0,12.0,1,1.0,2018.0,,,False,True,False,False,False,2
1955,5.88,27222.0,0.0,0,3.0,,2160.0,,True,True,True,False,True,1
1956,5.7,10556.0,0.0,0,3.0,,5400.0,,True,True,True,True,False,0
1957,10.55,39074.0,0.0,0,3.0,,2700.0,,True,True,True,True,False,0
1958,5.0,16244.0,0.0,0,2.0,,3078.0,,False,False,False,False,False,0
1959,0.21,4339.0,2.0,1,1.0,,484.0530327,,False,False,False,False,False,0
1960,1.0,4320.0,5.0,1,1.0,1875.0,,,False,False,False,False,False,0
1961,1.7,17980.0,0.0,0,3.0,,8100.0,,True,False,False,True,False,0
1962,1.26,10370.0,7.0,1,1.0,1215.0,,,False,False,False,False,False,2
1963,1.4,9433.0,8.0,1,1.0,1484.0,,860.0,False,True,False,False,True,0
1964,1.25,7179.0,16.0,1,1.0,,,1740.9548034,False,False,False,False,False,2
1965,0.75,4325.0,3.0,1,1.0,,1733.9582618999998,,False,False,False,False,False,0
1966,2.0,14492.0,9.0,1,1.0,,,1380.0409011,False,False,False,False,False,0
1967,1.66,8400.0,8.0,1,1.0,1976.0,1900.0,1500.0,True,False,False,False,False,0
1968,2.85,14430.0,3.0,1,1.0,,,1974.9622068,True,True,False,False,False,0
1969,0.45,7627.0,8.0,1,1.0,,,589.9699071,False,False,False,False,False,0
1970,2.8,15555.0,0.0,0,2.0,,1900.0,1800.0,False,False,True,False,False,0
1971,1.18,8137.0,0.0,0,2.0,,,1450.0063161,False,False,False,False,True,2
1972,1.5,10200.0,2.0,1,1.0,,,1384.9922997,False,False,False,False,False,0
1973,0.2,6645.0,3.0,1,1.0,,300.9589236,,False,False,False,False,False,0
1974,4.86,25920.0,7.0,1,1.0,1875.0,,,True,False,False,False,False,2
1975,3.5,9210.0,0.0,0,1.0,,3799.9831473,,False,False,False,False,False,0
1976,2.1,10418.0,9.0,1,1.0,2015.58,1604.25,,False,False,True,False,False,2
1977,0.38,5899.0,5.0,1,1.0,,,644.1123744,False,True,False,False,False,0
1978,2.0,14598.0,12.0,1,1.0,1370.0,,,False,False,False,False,False,2
1979,1.62,10018.0,10.0,1,1.0,1617.0,,,False,True,False,False,False,1
1980,1.75,10257.0,20.0,1,1.0,,1705.9720959,1050.0,False,False,False,False,True,1
1981,0.96,5120.0,3.0,1,1.0,1875.0,,,True,False,False,False,False,0
1982,1.55,14720.0,0.0,0,1.0,,1053.0,,False,True,True,False,False,2
1983,1.7,9843.0,10.0,1,1.0,1727.0,,1017.0,True,False,False,False,True,2
1984,1.5,11755.0,13.0,1,1.0,,,1275.9538914,False,False,False,False,False,0
1985,2.2,10516.0,16.0,1,1.0,2092.0,,,True,False,False,False,False,1
1986,2.25,11250.0,22.0,1,1.0,2000.0,,,True,False,False,False,False,2
1987,0.98,6261.0,14.0,1,1.0,1565.0,,,False,True,False,False,False,0
1988,2.25,7500.0,0.0,0,5.0,,3000.0,,False,False,False,False,True,1
1989,1.3,8024.0,6.0,1,1.0,1620.0,,867.24,False,True,True,False,False,0
1990,1.9,13991.0,40.0,1,1.0,,1357.9748856,,False,False,False,False,False,0
1991,1.7,9449.0,5.0,1,1.0,1799.0,,1590.0,False,False,False,False,False,2
1992,1.75,9449.0,10.0,1,1.0,1852.0,,1128.0,True,True,True,False,True,0
1993,0.6,10753.0,0.0,0,1.0,,558.0,,False,False,False,False,False,0
1994,1.99,20664.0,14.0,1,1.0,1349.0,,963.0,False,False,False,False,False,0
1995,3.45,12777.0,2.0,1,1.0,,,2700.0191844,False,False,False,False,False,0
1996,1.0,4778.0,9.0,1,1.0,,2093.0422995,,False,False,False,False,False,0
1997,1.66,8408.0,12.0,1,1.0,1970.0,,,False,False,True,False,False,0
1998,4.7,21759.0,0.0,0,3.0,,2160.0,,True,False,False,False,False,0
1999,1.75,9210.0,6.0,1,1.0,1900.0,,1240.04,True,False,False,False,False,2
2000,0.61,4837.0,6.0,1,1.0,1261.0,,,False,False,False,False,True,0
2001,1.39,8424.0,6.0,1,1.0,1850.0,1750.0,1650.0,True,False,True,False,False,2
2002,11.0,27160.0,0.0,0,3.0,,360.0,350.0,True,False,True,False,False,2
2003,1.7,8623.0,12.0,1,1.0,1970.0,,,False,False,False,False,False,0
2004,1.2,11605.0,12.0,1,1.0,1665.0,1145.0,1034.0,False,True,False,False,False,0
2005,0.45,4705.0,0.0,1,1.0,,,850.0259726999999,False,False,False,False,False,0
2006,1.9,6975.0,9.0,1,1.0,2724.0,,,True,False,False,False,False,0
2007,0.85,6896.0,12.0,1,1.0,,,1450.0063161,False,True,False,False,True,0
2008,2.2,12222.0,0.0,0,1.0,,16200.0,,False,True,True,False,False,0
2009,1.3,9285.0,3.0,1,1.0,1400.0,,,False,False,False,False,False,0
2010,1.49,9030.0,10.0,1,1.0,1650.0,,1022.58,False,False,False,False,False,2
2011,3.2,16000.0,6.0,1,1.0,,,2001.9796209,True,False,False,False,False,0
2012,1.1,12471.0,12.0,1,1.0,1640.0,1173.0,882.0,False,True,False,False,False,0
2013,0.5,7692.0,1.0,1,1.0,,,650.0325249,False,False,False,False,False,2
2014,1.2,6666.0,4.0,1,1.0,,,1800.0486692999998,False,False,False,False,False,2
2015,1.8,7627.0,0.0,0,13.0,,2359.9872675,,False,False,False,False,False,0
2016,0.73,5752.0,9.0,1,1.0,1269.0,,,False,False,True,False,False,0
2017,1.7,7391.0,2.0,1,1.0,,,2300.0322888,False,True,True,True,False,1
2018,4.95,20599.0,0.0,0,2.0,,2403.0,,True,True,True,True,False,2
2019,2.87,12489.0,3.0,1,1.0,,,2297.9871459,True,False,False,False,False,0
2020,3.2,9922.0,5.0,1,1.0,,3224.9750751,,False,False,False,False,False,0
2021,1.33,8531.0,6.0,1,1.0,1559.0,,,False,True,False,False,False,0
2022,2.55,13709.0,5.0,1,1.0,1860.0,1600.0,1400.0,False,False,False,False,False,1
2023,11.25,25000.0,0.0,0,4.0,,4500.0,,True,True,True,False,False,0
2024,1.38,7150.0,1.0,1,1.0,2352.0,2150.0,1930.0,True,False,False,False,True,0
2025,0.6,120000.0,0.0,0,3.0,,30.0,15.0,False,False,False,False,True,0
2026,1.1,6267.0,8.0,1,1.0,1755.0,,,False,True,True,True,False,2
2027,1.8,13136.0,30.0,1,1.0,,,127.3,False,False,False,False,False,0
2028,2.15,14257.0,31.0,1,1.0,,,1508.0237909999998,False,False,False,False,False,0
2029,0.8,5517.0,10.0,1,1.0,,1450.0063161,,False,False,False,False,False,0
2030,1.8,9230.0,10.0,1,1.0,1950.0,,,False,False,False,False,True,2
2031,2.0,8453.0,2.0,1,1.0,,,2366.0150571,True,False,False,False,False,2
2032,2.85,14430.0,0.0,1,1.0,1975.0,,,True,True,False,False,False,2
2033,0.85,4404.0,3.0,1,1.0,1930.0,,1450.0,True,False,False,True,False,0
2034,2.55,9532.0,4.0,1,1.0,,2675.0469132,,True,False,False,False,False,0
2035,0.9,5325.0,10.0,1,1.0,,1690.0415090999998,,False,False,False,False,False,0
2036,7.0,18181.0,12.0,1,1.0,,,3850.0353288,False,False,False,True,False,0
2037,6.0,22222.0,0.0,0,2.0,,2700.0,,True,False,False,False,False,0
2038,3.3,19097.0,0.0,0,3.0,,1728.0,,False,False,False,True,False,2
2039,3.5,13430.0,14.0,1,1.0,,,2606.0502501,False,True,False,False,False,1
2040,1.45,12393.0,0.0,0,2.0,,130.0,100.0,False,False,False,False,True,0
2041,0.26,7807.0,0.0,1,1.0,,300.9589236,,False,False,False,False,False,0
2042,3.6,12627.0,3.0,1,1.0,2851.0,,,True,False,False,False,False,2
2043,7.99,12519.0,0.0,0,2.0,,6382.029878099999,,True,False,True,True,False,2
2044,0.97,7863.0,1.0,1,1.0,,,1233.9746424,False,True,False,False,False,0
2045,0.97,10601.0,12.0,1,1.0,915.0,,,False,False,False,False,False,0
2046,3.79,9895.0,4.0,1,1.0,3830.0,,,True,False,False,False,True,0
2047,1.2,13837.0,18.0,1,1.0,1510.0,,867.24,False,True,True,False,False,2
2048,0.88,4821.0,16.0,1,1.0,1825.0,,,False,False,True,False,False,0
2049,9.8,30247.0,0.0,0,2.0,,300.0,280.0,True,False,False,False,False,0
2050,0.98,6049.0,0.0,1,1.0,1620.0,,,False,True,False,False,False,0
2051,1.3,8666.0,12.0,1,1.0,1500.0,,,False,False,False,False,False,0
2052,6.5,22855.0,0.0,0,2.0,,2844.0,,False,False,True,False,False,0
2053,0.46,6571.0,18.0,1,1.0,,,699.9770672999999,False,False,False,False,False,0
2054,1.55,9687.0,17.0,1,1.0,1995.0,,1600.0,True,False,False,False,False,2
2055,0.35,4117.0,2.0,1,1.0,,850.0259726999999,750.0,False,False,False,False,False,2
2056,0.58,10610.0,0.0,0,2.0,,1200.0,1000.0,False,False,False,False,False,0
2057,7.52,19000.0,15.0,1,1.0,,3955.9522032,2200.0,False,False,False,False,False,0
2058,1.7,8504.0,2.0,1,1.0,1999.0,,,False,False,False,False,False,0
2059,0.41,7293.0,12.0,1,1.0,,670.0533975,569.0,False,False,False,False,False,2
2060,1.83,10005.0,18.0,1,1.0,,,1829.0035872,False,False,False,False,False,0
2061,2.25,16892.0,0.0,0,2.0,,1332.0338625,,False,False,False,False,False,0
2062,1.1,9838.0,4.0,1,1.0,,,1118.0473317,False,False,False,False,False,0
2063,1.25,8656.0,14.0,1,1.0,1444.0,,913.0,False,False,False,False,False,0
2064,1.1,8835.0,11.0,1,1.0,1245.0,,,False,False,False,False,False,0
2065,0.35,6481.0,0.0,0,1.0,,,540.0,False,False,False,False,False,0
2066,0.4,6694.0,7.0,1,1.0,950.0,,597.53,False,False,False,False,False,0
2067,2.62,8317.0,14.0,1,1.0,3150.0,,,True,False,False,False,False,0
2068,0.8,6060.0,8.0,1,1.0,1320.0,,,False,False,False,True,False,0
2069,1.4,23932.0,0.0,0,4.0,,62.0,60.0,False,False,False,False,True,2
2070,0.43,8582.0,6.0,1,1.0,,,500.9523714,False,False,False,False,True,0
2071,0.3,8290.0,5.0,1,1.0,,,361.88265419999993,False,False,False,False,False,0
2072,4.65,17574.0,0.0,0,1.0,,2646.0,,False,False,False,False,False,2
2073,1.21,6926.0,29.0,1,1.0,1747.0,,,False,False,False,False,True,0
2074,1.3,10483.0,10.0,1,1.0,1772.0,,1240.0,False,False,False,True,False,0
2075,0.82,3904.0,0.0,0,1.0,,,2100.038841,False,False,False,False,False,0
2076,1.55,7844.0,8.0,1,1.0,1976.0,1600.0,1400.0,True,True,True,False,True,0
2077,1.8,8823.0,23.0,1,1.0,1700.0,,,True,False,False,False,False,0
2078,5.5,21219.0,0.0,0,2.0,,2592.0,,True,False,False,False,True,2
2079,0.57,4179.0,10.0,1,1.0,,1364.0026752,1232.0,False,False,False,False,False,0
2080,0.7,6648.0,0.0,0,1.0,,1053.0333153,,False,False,False,False,False,0
2081,8.0,11428.0,0.0,0,2.0,,63000.0,,True,True,True,True,False,0
2082,0.71,7891.0,4.0,1,1.0,,,905.9983047,False,False,False,False,False,0
2083,0.24,5825.0,8.0,1,1.0,,,412.0424748,False,False,False,False,False,0
2084,0.9,5548.0,3.0,1,1.0,,1622.0135979,,True,False,False,False,False,0
2085,3.25,7510.0,17.0,1,1.0,,,4327.9529328,True,False,False,False,False,2
2086,0.32,7111.0,0.0,0,1.0,,450.0390771,300.0,False,False,False,False,False,0
2087,2.5,7058.0,0.0,0,3.0,,30600.0,,True,True,True,True,False,2
2088,12.0,38095.0,0.0,0,4.0,,3150.0,,True,False,True,False,False,0
2089,1.15,41818.0,0.0,0,2.0,,2475.0,,False,False,False,False,False,2
2090,2.8,13671.0,2.0,1,1.0,2048.0,,,False,False,False,True,False,1
2091,1.35,5717.0,8.0,1,1.0,2361.0,1950.0,,True,False,False,False,False,2
2092,0.7,7777.0,0.0,0,1.0,,899.9705151,,False,False,False,False,False,0
2093,1.5,12820.0,0.0,0,3.0,,1170.0,,True,True,True,False,True,2
2094,15.0,33200.0,0.0,0,3.0,,4518.0,,True,True,True,True,False,2
2095,2.5,13270.0,1.0,1,1.0,,,1884.0071673,False,False,False,False,False,0
2096,0.45,5000.0,0.0,0,2.0,,8100.0,,False,False,False,False,True,0
2097,2.5,5472.0,0.0,0,,,36000.0,,False,False,False,False,False,0
2098,1.65,13074.0,23.0,1,1.0,1262.0,,,False,False,False,False,False,0
2099,0.67,5825.0,5.0,1,1.0,1375.0,1250.0,1150.0,False,False,False,False,True,2
2100,1.01,7000.0,12.0,1,1.0,1450.0,,950.0,False,True,False,False,False,0
2101,15.0,33333.0,0.0,0,2.0,,4500.0,,True,False,False,False,False,0
2102,1.26,7636.0,12.0,1,1.0,1744.0,1650.0,,False,False,False,False,True,0
